Region,Region Code,Province,Province Code,City,City Code,Barangay,Barangay Code
Region I,010000000,Ilocos Norte,012800000,Adams,012801000,Adams (Pob.),012801001
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Bani,012802001
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Buyon,012802002
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Cabaruan,012802003
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Cabulalaan,012802004
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Cabusligan,012802005
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Cadaratan,012802006
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Calioet-Libong,012802007
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Casilian,012802008
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Corocor,012802009
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Duripes,012802011
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Ganagan,012802012
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Libtong,012802013
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Macupit,012802014
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Nambaran,012802015
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Natba,012802016
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Paninaan,012802017
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Pasiocan,012802018
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Pasngal,012802019
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Pipias,012802020
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Pulangi,012802021
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Pungto,012802022
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Agustin I (Pob.),012802024
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Agustin II (Pob.),012802025
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Andres I (Pob.),012802027
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Andres II (Pob.),012802028
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Gabriel I (Pob.),012802030
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Gabriel II (Pob.),012802031
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Pedro I (Pob.),012802033
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Pedro II (Pob.),012802034
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Roque I (Pob.),012802036
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Roque II (Pob.),012802037
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Simon I (Pob.),012802039
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Simon II (Pob.),012802040
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,San Vicente (Pob.),012802041
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Sangil,012802042
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Santa Filomena I (Pob.),012802044
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Santa Filomena II (Pob.),012802045
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Santa Rita (Pob.),012802046
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Santo Cristo I (Pob.),012802047
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Santo Cristo II (Pob.),012802048
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Tambidao,012802050
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Teppang,012802051
Region I,010000000,Ilocos Norte,012800000,Bacarra,012802000,Tubburan,012802052
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Alay-Nangbabaan,012803001
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Alogoog,012803002
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Ar-arusip,012803003
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Aring,012803004
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Balbaldez,012803005
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Bato,012803006
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Camanga,012803007
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Canaan (Pob.),012803008
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Caraitan,012803009
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Gabut Norte,012803011
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Gabut Sur,012803012
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Garreta (Pob.),012803013
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Labut,012803016
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Lacuben,012803017
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Lubigan,012803018
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Mabusag Norte,012803020
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Mabusag Sur,012803021
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Madupayas,012803022
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Morong,012803023
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Nagrebcan,012803025
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Napu,012803026
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,La Virgen Milagrosa,012803027
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Pagsanahan Norte,012803028
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Pagsanahan Sur,012803029
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Paltit,012803030
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Parang,012803031
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Pasuc,012803032
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Santa Cruz Norte,012803034
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Santa Cruz Sur,012803035
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Saud,012803036
Region I,010000000,Ilocos Norte,012800000,Badoc,012803000,Turod,012803037
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Abaca,012804001
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Bacsil,012804002
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Banban,012804003
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Baruyen,012804004
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Dadaor,012804005
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Lanao,012804006
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Malasin,012804007
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Manayon,012804008
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Masikil,012804009
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Nagbalagan,012804010
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Payac,012804011
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,San Lorenzo (Pob.),012804012
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Taguiporo,012804014
Region I,010000000,Ilocos Norte,012800000,Bangui,012804000,Utol,012804015
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Aglipay (Pob.),012805001
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Baay,012805002
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Baligat,012805003
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Bungon,012805004
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Baoa East,012805005
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Baoa West,012805006
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Barani (Pob.),012805007
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Ben-agan (Pob.),012805009
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Bil-loca,012805010
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Biningan,012805011
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Callaguip (Pob.),012805012
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Camandingan,012805013
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Camguidan,012805014
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Cangrunaan (Pob.),012805015
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Capacuan,012805016
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Caunayan (Pob.),012805017
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Valdez Pob.,012805018
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Colo,012805019
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Pimentel,012805020
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Dariwdiw,012805021
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Acosta Pob.,012805022
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Ablan Pob.,012805023
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Lacub (Pob.),012805024
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Mabaleng,012805025
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Magnuang,012805026
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Maipalig,012805027
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Nagbacalan,012805028
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Naguirangan,012805029
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Ricarte Pob.,012805030
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Palongpong,012805031
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Palpalicong (Pob.),012805032
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Parangopong,012805033
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Payao,012805034
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Quiling Norte,012805035
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Quiling Sur,012805036
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Quiom,012805037
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Rayuray,012805038
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,San Julian (Pob.),012805039
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,San Mateo,012805040
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,San Pedro,012805041
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Suabit (Pob.),012805042
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Sumader,012805043
Region I,010000000,Ilocos Norte,012800000,City of Batac,012805000,Tabug,012805044
Region I,010000000,Ilocos Norte,012800000,Burgos,012806000,Ablan Sarat,012806001
Region I,010000000,Ilocos Norte,012800000,Burgos,012806000,Agaga,012806002
Region I,010000000,Ilocos Norte,012800000,Burgos,012806000,Bayog,012806005
Region I,010000000,Ilocos Norte,012800000,Burgos,012806000,Bobon,012806006
Region I,010000000,Ilocos Norte,012800000,Burgos,012806000,Buduan,012806007
Region I,010000000,Ilocos Norte,012800000,Burgos,012806000,Nagsurot,012806008
Region I,010000000,Ilocos Norte,012800000,Burgos,012806000,Paayas,012806009
Region I,010000000,Ilocos Norte,012800000,Burgos,012806000,Pagali,012806010
Region I,010000000,Ilocos Norte,012800000,Burgos,012806000,Poblacion,012806011
Region I,010000000,Ilocos Norte,012800000,Burgos,012806000,Saoit,012806013
Region I,010000000,Ilocos Norte,012800000,Burgos,012806000,Tanap,012806014
Region I,010000000,Ilocos Norte,012800000,Carasi,012807000,Angset,012807001
Region I,010000000,Ilocos Norte,012800000,Carasi,012807000,Barbaqueso (Pob.),012807003
Region I,010000000,Ilocos Norte,012800000,Carasi,012807000,Virbira,012807004
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Anggapang Norte,012808001
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Anggapang Sur,012808002
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Bimmanga,012808003
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Cabuusan,012808004
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Comcomloong,012808005
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Gaang,012808006
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Lang-ayan-Baramban,012808007
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Lioes,012808008
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Maglaoi Centro,012808009
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Maglaoi Norte,012808010
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Maglaoi Sur,012808011
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Paguludan-Salindeg,012808013
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Pangil,012808014
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Pias Norte,012808015
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Pias Sur,012808016
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Poblacion I,012808017
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Poblacion II,012808018
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Salugan,012808019
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,San Simeon,012808020
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Santa Cruz,012808021
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Tapao-Tigue,012808022
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Torre,012808023
Region I,010000000,Ilocos Norte,012800000,Currimao,012808000,Victoria,012808024
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Albano (Pob.),012809001
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Bacsil,012809002
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Bagut,012809003
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Parado,012809004
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Baresbes,012809005
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Barong,012809006
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Bungcag,012809007
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Cali,012809009
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Capasan,012809010
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Dancel (Pob.),012809011
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Foz,012809012
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Guerrero (Pob.),012809013
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Lanas,012809014
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Lumbad,012809015
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Madamba (Pob.),012809016
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Mandaloque,012809017
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Medina,012809018
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Ver,012809019
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,San Marcelino,012809020
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Puruganan (Pob.),012809021
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Peralta (Pob.),012809022
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Root,012809023
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Sagpatan,012809024
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Saludares,012809025
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,San Esteban,012809026
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Espiritu,012809027
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Sulquiano,012809028
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,San Francisco,012809029
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Suyo,012809030
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,San Marcos,012809031
Region I,010000000,Ilocos Norte,012800000,Dingras,012809000,Elizabeth,012809032
Region I,010000000,Ilocos Norte,012800000,Dumalneg,012810000,Cabaritan,012810001
Region I,010000000,Ilocos Norte,012800000,Dumalneg,012810000,San Isidro,012810002
Region I,010000000,Ilocos Norte,012800000,Dumalneg,012810000,Kalaw,012810003
Region I,010000000,Ilocos Norte,012800000,Dumalneg,012810000,Quibel,012810004
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Balioeg,012811001
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Bangsar,012811002
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Barbarangay,012811003
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Bomitog,012811004
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Bugasi,012811005
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Caestebanan,012811006
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Caribquib,012811008
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Catagtaguen,012811009
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Crispina,012811011
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Hilario (Pob.),012811012
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Imelda,012811013
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Lorenzo (Pob.),012811014
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Macayepyep,012811015
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Marcos (Pob.),012811016
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Nagpatayan,012811017
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Valdez,012811018
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Sinamar,012811019
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Tabtabagan,012811020
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Valenciano (Pob.),012811021
Region I,010000000,Ilocos Norte,012800000,Banna,012811000,Binacag,012811022
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 42, Apaya",012812001
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 36, Araniw",012812002
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 56-A, Bacsil North",012812003
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 56-B, Bacsil South",012812004
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 41, Balacad",012812005
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 40, Balatong",012812006
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 55-A, Barit-Pandan",012812007
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 47, Bengcag",012812008
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 50, Buttong",012812009
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 60-A, Caaoacan",012812010
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bry. No. 48-A, Cabungaan North",012812011
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 48-B, Cabungaan South",012812012
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 37, Calayab",012812013
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 54-B, Camangaan",012812014
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 58, Casili",012812015
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 61, Cataban",012812016
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 43, Cavit",012812017
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 49-A, Darayday",012812019
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 59-B, Dibua North",012812020
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 59-A, Dibua South",012812021
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 34-B, Gabu Norte East",012812022
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 34-A, Gabu Norte West",012812023
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 35, Gabu Sur",012812024
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,Bgy. No. 32-C La Paz East,012812026
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 33-B, La Paz Proper",012812027
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 32-B, La Paz West",012812028
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 54-A, Lagui-Sail",012812029
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 32-A, La Paz East",012812030
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 33-A, La Paz Proper",012812031
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 52-B, Lataag",012812032
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 60-B, Madiladig",012812033
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 38-A, Mangato East",012812034
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 38-B, Mangato West",012812035
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 62-A, Navotas North",012812036
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 62-B, Navotas South",012812037
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 46, Nalbo",012812038
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 51-A, Nangalisan East",012812039
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 51-B, Nangalisan West",012812040
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 24, Nstra. Sra. De Consolacion (Pob.)",012812041
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 7-A, Nstra. Sra. De Natividad (Pob.)",012812042
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 7-B, Nstra. Sra. De Natividad (Pob.)",012812043
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 27, Nstra. Sra. De Soledad (Pob.)",012812044
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 13, Nstra. Sra. De Visitacion (Pob.)",012812045
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 3, Nstra. Sra. Del Rosario (Pob.)",012812046
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 57, Pila",012812047
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 49-B, Raraburan",012812048
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 53, Rioeng",012812049
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 55-B, Salet-Bulangon",012812050
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 6, San Agustin (Pob.)",012812053
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 22, San Andres (Pob.)",012812054
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 28, San Bernardo (Pob.)",012812055
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 17, San Francisco (Pob.)",012812056
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 4, San Guillermo (Pob.)",012812057
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 15, San Guillermo (Pob.)",012812058
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 12, San Isidro (Pob.)",012812059
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 16, San Jacinto (Pob.)",012812060
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 10, San Jose (Pob.)",012812061
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 1, San Lorenzo (Pob.)",012812062
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 26, San Marcelino (Pob.)",012812063
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 52-A, San Mateo",012812064
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 23, San Matias (Pob.)",012812065
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 20, San Miguel (Pob.)",012812066
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 21, San Pedro (Pob.)",012812067
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 5, San Pedro (Pob.)",012812068
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bry. No. 18, San Quirino (Pob.)",012812069
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 8, San Vicente (Pob.)",012812070
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 9, Santa Angela (Pob.)",012812071
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 11, Santa Balbina (Pob.)",012812072
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 25, Santa Cayetana (Pob.)",012812073
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 2, Santa Joaquina (Pob.)",012812074
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 19, Santa Marcela (Pob.)",012812075
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 30-B, Santa Maria",012812076
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 39, Santa Rosa",012812077
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 14, Santo Tomas (Pob.)",012812078
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 29, Santo Tomas (Pob.)",012812079
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 30-A, Suyo",012812080
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 31, Talingaan",012812081
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 45, Tangid",012812082
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 55-C, Vira",012812083
Region I,010000000,Ilocos Norte,012800000,City of Laoag,012812000,"Bgy. No. 44, Zamboanga",012812084
Region I,010000000,Ilocos Norte,012800000,Marcos,012813000,Pacifico,012813001
